Customer_ID,Plan_Type,Age,Gender,State,Region
692,Individual and Family,34,Male,Kansas,North
693,Individual and Family,39,Female,Delaware,East
694,Individual and Family,40,Female,Indiana,North
695,Individual and Family,32,Female,Indiana,North
696,Individual and Family,46,Female,Ohio,North
697,Individual and Family,39,Male,California,West
698,Individual and Family,44,Female,Missouri,South
699,Individual and Family,31,Other,Maryland,East
700,Individual and Family,36,Female,Utah,West
701,Individual and Family,47,Female,Maryland,East
702,Individual and Family,36,Male,Utah,West
703,Individual and Family,57,Female,Nevada,West
704,Individual and Family,36,Male,Missouri,South
705,Individual and Family,42,Other,Ohio,North
706,Medicare,72,Female,New Jersey,East
707,Individual and Family,26,Female,Indiana,North
708,Medicare,69,Male,Texas,South
709,Individual and Family,25,Female,Utah,West
710,Individual and Family,53,Female,Kansas,North
711,Medicare,65,Female,Missouri,South
712,Individual and Family,64,Female,Florida,South
713,Individual and Family,34,Male,Texas,South
714,Individual and Family,42,Female,Ohio,North
715,Individual and Family,55,Female,Arizona,West
716,Medicare,73,Male,Utah,West
717,Medicare,65,Female,Missouri,South
718,Medicare,75,Female,Delaware,East
719,Individual and Family,50,Male,Georgia,South
720,Medicare,77,Female,Maryland,East
721,Medicare,65,Male,North Carolina,South
722,Individual and Family,34,Male,Utah,West
723,Individual and Family,32,Female,California,West
724,Medicare,67,Female,New Jersey,East
725,Individual and Family,38,Female,Illinois,North
726,Medicare,70,Female,North Carolina,South
727,Individual and Family,47,Male,Kansas,North
728,Medicare,80,Male,New Jersey,East
729,Individual and Family,41,Female,California,West
730,Individual and Family,55,Male,Maryland,East
731,Individual and Family,29,Male,Texas,South
732,Medicare,80,Other,California,West
733,Individual and Family,33,Female,Arizona,West
734,Individual and Family,25,Female,Missouri,South
735,Individual and Family,39,Female,California,West
736,Medicare,72,Other,New Jersey,East
737,Individual and Family,55,Female,Kansas,North
738,Medicare,67,Male,Georgia,South
739,Individual and Family,30,Female,Arizona,West
740,Individual and Family,59,Female,Texas,South
741,Individual and Family,52,Female,Illinois,North
742,Individual and Family,46,Other,New Jersey,East
743,Medicare,68,Female,Kansas,North
744,Individual and Family,30,Male,Nevada,West
745,Individual and Family,36,Female,Arizona,West
746,Medicare,66,Female,North Carolina,South
747,Individual and Family,59,Female,Arizona,West
748,Individual and Family,55,Female,Kansas,North
749,Medicare,65,Female,Georgia,South
750,Individual and Family,29,Female,Virginia,East
751,Individual and Family,41,Female,Kansas,North
752,Medicare,65,Female,Missouri,South
753,Individual and Family,43,Other,California,West
754,Individual and Family,39,Male,Maryland,East
755,Individual and Family,35,Female,Delaware,East
756,Medicare,74,Male,Indiana,North
757,Individual and Family,45,Male,Texas,South
758,Individual and Family,35,Female,Delaware,East
759,Medicare,76,Male,Ohio,North
760,Medicare,72,Male,California,West
761,Individual and Family,40,Female,Ohio,North
762,Individual and Family,58,Female,North Carolina,South
763,Individual and Family,57,Other,Utah,West
764,Medicare,76,Female,Kansas,North
765,Individual and Family,34,Female,Indiana,North
766,Individual and Family,45,Female,North Carolina,South
767,Medicare,80,Female,Delaware,East
768,Medicare,65,Male,Virginia,East
769,Individual and Family,48,Male,Ohio,North
770,Medicare,65,Other,Illinois,North
771,Individual and Family,39,Female,Kansas,North
772,Medicare,71,Female,Georgia,South
773,Individual and Family,31,Female,Kansas,North
774,Individual and Family,32,Female,California,West
775,Medicare,76,Female,Texas,South
776,Individual and Family,44,Other,New Jersey,East
777,Individual and Family,49,Male,Virginia,East
778,Medicare,80,Female,Arizona,West
779,Medicare,65,Male,Texas,South
780,Individual and Family,37,Female,Ohio,North
781,Individual and Family,40,Female,Utah,West
782,Individual and Family,33,Male,Maryland,East
783,Individual and Family,25,Female,Arizona,West
784,Individual and Family,49,Other,Virginia,East
785,Individual and Family,47,Male,Nevada,West
786,Medicare,79,Female,Georgia,South
787,Individual and Family,41,Male,Missouri,South
788,Individual and Family,45,Female,Illinois,North
789,Individual and Family,25,Female,Nevada,West
790,Medicare,80,Female,Arizona,West
791,Individual and Family,48,Female,Texas,South
792,Individual and Family,27,Male,Ohio,North
793,Individual and Family,43,Female,Kansas,North
794,Individual and Family,26,Male,Missouri,South
795,Individual and Family,45,Male,Maryland,East
796,Medicare,77,Female,Virginia,East
797,Medicare,72,Male,Maryland,East
798,Individual and Family,52,Female,Delaware,East
799,Individual and Family,33,Female,North Carolina,South
800,Medicare,70,Female,New Jersey,East
801,Medicare,71,Female,Missouri,South
802,Individual and Family,51,Female,Virginia,East
803,Individual and Family,30,Male,Virginia,East
804,Individual and Family,41,Female,North Carolina,South
805,Individual and Family,44,Female,Florida,South
806,Medicare,69,Other,Indiana,North
807,Medicare,73,Male,Ohio,North
808,Medicare,80,Male,Indiana,North
809,Individual and Family,32,Female,Kansas,North
810,Individual and Family,41,Male,Arizona,West
811,Medicare,75,Male,Florida,South
812,Medicare,74,Male,New Jersey,East
813,Individual and Family,44,Male,Delaware,East
814,Medicare,80,Female,Nevada,West
815,Medicare,78,Female,Illinois,North
816,Individual and Family,30,Female,North Carolina,South
817,Individual and Family,46,Female,Florida,South
818,Individual and Family,61,Male,Utah,West
819,Individual and Family,40,Female,Indiana,North
820,Individual and Family,33,Other,North Carolina,South
821,Medicare,65,Other,Arizona,West
822,Individual and Family,54,Female,Indiana,North
823,Individual and Family,34,Female,New Jersey,East
824,Individual and Family,32,Male,Indiana,North
825,Individual and Family,35,Other,Indiana,North
826,Medicare,80,Female,Missouri,South
827,Individual and Family,41,Female,Utah,West
828,Individual and Family,56,Female,Kansas,North
829,Medicare,65,Male,Maryland,East
830,Individual and Family,37,Female,Maryland,East
831,Individual and Family,37,Male,California,West
832,Individual and Family,25,Female,Nevada,West
833,Individual and Family,49,Female,Nevada,West
834,Individual and Family,39,Female,Florida,South
835,Individual and Family,38,Female,New Jersey,East
836,Individual and Family,64,Female,Virginia,East
837,Medicare,65,Female,California,West
838,Individual and Family,32,Female,Nevada,West
839,Individual and Family,36,Female,Texas,South
840,Individual and Family,51,Female,Kansas,North
841,Individual and Family,41,Other,Texas,South
842,Individual and Family,26,Female,Arizona,West
843,Individual and Family,49,Female,Missouri,South
844,Medicare,80,Male,New Jersey,East
845,Individual and Family,59,Other,Georgia,South
846,Individual and Family,51,Female,Maryland,East
847,Individual and Family,36,Male,Kansas,North
848,Medicare,74,Male,Utah,West
849,Individual and Family,41,Male,Ohio,North
850,Individual and Family,49,Female,Nevada,West
851,Individual and Family,45,Male,Nevada,West
852,Medicare,67,Female,Georgia,South
853,Individual and Family,34,Male,Utah,West
854,Medicare,65,Male,North Carolina,South
855,Individual and Family,37,Female,Georgia,South
856,Individual and Family,36,Male,Nevada,West
857,Individual and Family,30,Female,North Carolina,South
858,Individual and Family,44,Male,Delaware,East
859,Individual and Family,61,Female,Texas,South
860,Individual and Family,29,Female,Indiana,North
861,Medicare,65,Female,Indiana,North
862,Individual and Family,54,Other,Illinois,North
863,Individual and Family,39,Female,Delaware,East
864,Individual and Family,45,Female,Nevada,West
865,Individual and Family,29,Female,Indiana,North
866,Individual and Family,44,Male,Georgia,South
867,Individual and Family,38,Female,Kansas,North
868,Individual and Family,50,Female,Virginia,East
869,Medicare,80,Female,Arizona,West
870,Medicare,67,Female,Ohio,North
871,Individual and Family,46,Female,Virginia,East
872,Individual and Family,43,Female,Missouri,South
873,Individual and Family,42,Male,New Jersey,East
874,Individual and Family,36,Female,Utah,West
875,Individual and Family,43,Female,Ohio,North
876,Individual and Family,37,Female,Utah,West
877,Medicare,69,Other,Kansas,North
878,Individual and Family,53,Other,Missouri,South
879,Individual and Family,30,Male,Virginia,East
880,Individual and Family,51,Female,Utah,West
881,Individual and Family,53,Female,Virginia,East
882,Individual and Family,39,Female,Utah,West
883,Individual and Family,25,Female,Kansas,North
884,Individual and Family,34,Female,Illinois,North
885,Medicare,68,Male,Illinois,North
886,Individual and Family,40,Male,Maryland,East
887,Individual and Family,30,Male,Florida,South
888,Individual and Family,35,Female,New Jersey,East
889,Individual and Family,48,Male,New Jersey,East
890,Individual and Family,45,Female,Virginia,East
891,Medicare,67,Female,Texas,South
892,Medicare,65,Male,Maryland,East
893,Medicare,65,Female,Indiana,North
894,Individual and Family,31,Female,Missouri,South
895,Individual and Family,56,Female,Utah,West
896,Individual and Family,37,Male,New Jersey,East
897,Individual and Family,52,Male,Indiana,North
898,Medicare,72,Female,Texas,South
899,Individual and Family,50,Male,Illinois,North
900,Individual and Family,36,Female,New Jersey,East
901,Individual and Family,44,Female,North Carolina,South
902,Individual and Family,40,Male,Delaware,East
903,Individual and Family,31,Male,California,West
904,Individual and Family,43,Other,Illinois,North
905,Individual and Family,28,Female,Georgia,South
906,Medicare,68,Male,Utah,West
907,Medicare,65,Male,Kansas,North
908,Individual and Family,42,Male,North Carolina,South
909,Individual and Family,43,Female,Missouri,South
910,Individual and Family,37,Male,New Jersey,East
911,Individual and Family,46,Male,Illinois,North
912,Individual and Family,35,Female,Georgia,South
913,Individual and Family,49,Female,Maryland,East
914,Individual and Family,27,Female,Utah,West
915,Individual and Family,41,Male,Ohio,North
916,Individual and Family,59,Male,Kansas,North
917,Individual and Family,30,Male,Ohio,North
918,Medicare,67,Male,Indiana,North
919,Medicare,69,Female,Georgia,South
920,Individual and Family,42,Female,California,West
921,Medicare,76,Female,North Carolina,South
922,Individual and Family,45,Female,Kansas,North
923,Medicare,78,Female,Arizona,West
924,Medicare,80,Female,New Jersey,East
925,Individual and Family,44,Female,California,West
926,Individual and Family,38,Female,Indiana,North
927,Individual and Family,47,Female,Virginia,East
928,Individual and Family,59,Female,Ohio,North
929,Individual and Family,39,Female,Indiana,North
930,Individual and Family,30,Male,Delaware,East
931,Individual and Family,51,Male,Illinois,North
932,Medicare,80,Male,California,West
933,Medicare,67,Female,Virginia,East
934,Individual and Family,48,Male,New Jersey,East
935,Individual and Family,35,Male,New Jersey,East
936,Individual and Family,39,Male,Virginia,East
937,Individual and Family,43,Female,Missouri,South
938,Medicare,68,Male,Delaware,East
939,Individual and Family,47,Male,Nevada,West
940,Individual and Family,36,Male,New Jersey,East
941,Individual and Family,45,Male,Virginia,East
942,Individual and Family,37,Female,Florida,South
943,Individual and Family,47,Female,Missouri,South
944,Medicare,71,Female,North Carolina,South
945,Individual and Family,31,Male,Illinois,North
946,Individual and Family,51,Female,Illinois,North
947,Individual and Family,35,Female,Maryland,East
948,Medicare,80,Female,Texas,South
949,Medicare,65,Female,California,West
950,Individual and Family,58,Female,Florida,South
951,Individual and Family,38,Male,Georgia,South
952,Individual and Family,37,Male,Virginia,East
953,Individual and Family,40,Female,Kansas,North
954,Medicare,65,Female,Kansas,North
955,Individual and Family,48,Female,New Jersey,East
956,Individual and Family,25,Male,Kansas,North
957,Individual and Family,29,Female,Delaware,East
958,Individual and Family,29,Female,Texas,South
959,Individual and Family,50,Female,Illinois,North
960,Medicare,71,Male,Utah,West
961,Individual and Family,39,Male,Kansas,North
962,Individual and Family,38,Male,Utah,West
963,Individual and Family,41,Male,Utah,West
964,Individual and Family,52,Female,North Carolina,South
965,Individual and Family,31,Female,Indiana,North
966,Individual and Family,42,Female,Virginia,East
967,Medicare,73,Female,Virginia,East
968,Individual and Family,45,Female,New Jersey,East
969,Individual and Family,42,Female,Nevada,West
970,Individual and Family,50,Female,Missouri,South
971,Individual and Family,25,Male,Indiana,North
972,Medicare,69,Male,Ohio,North
973,Medicare,70,Male,Arizona,West
974,Individual and Family,25,Male,Virginia,East
975,Individual and Family,45,Female,Florida,South
976,Individual and Family,54,Male,Georgia,South
977,Individual and Family,39,Female,Indiana,North
978,Individual and Family,50,Male,Missouri,South
979,Individual and Family,56,Female,Virginia,East
980,Individual and Family,53,Other,Indiana,North
981,Individual and Family,56,Female,Arizona,West
982,Medicare,65,Female,Indiana,North
983,Individual and Family,41,Male,North Carolina,South
984,Individual and Family,25,Female,Maryland,East
985,Medicare,79,Male,New Jersey,East
986,Individual and Family,32,Male,Delaware,East
987,Individual and Family,62,Male,Florida,South
988,Individual and Family,38,Other,Florida,South
989,Individual and Family,41,Other,Nevada,West
990,Medicare,65,Female,Missouri,South
991,Medicare,65,Male,Georgia,South
992,Individual and Family,57,Male,Indiana,North
993,Individual and Family,34,Male,Utah,West
994,Individual and Family,42,Female,Arizona,West
995,Individual and Family,33,Male,New Jersey,East
996,Individual and Family,27,Other,California,West
997,Medicare,65,Male,Indiana,North
998,Individual and Family,40,Female,North Carolina,South
999,Medicare,69,Female,Nevada,West
1000,Individual and Family,33,Female,California,West
